Source;Target;Type;patent_number_of_citator;patent_number_of_cited;data
607;552;Directed;D741,488;5,133,755;2015
608;552;Directed;9,168,149;5,133,755;2015
609;552;Directed;9,168,152;5,133,755;2015
610;552;Directed;9,180,021;5,133,755;2015
611;552;Directed;9,186,261;5,133,755;2015
612;552;Directed;9,192,482;5,133,755;2015
613;552;Directed;9,198,765;5,133,755;2015
614;552;Directed;9,277,944;5,133,755;2016
615;552;Directed;D754,346;5,133,755;2016
616;552;Directed;9,320,614;5,133,755;2016
617;552;Directed;9,333,091;5,133,755;2016
618;552;Directed;9,351,845;5,133,755;2016
619;552;Directed;D759,248;5,133,755;2016
620;552;Directed;9,387,090;5,133,755;2016
621;552;Directed;9,387,091;5,133,755;2016
622;552;Directed;9,399,086;5,133,755;2016
623;552;Directed;9,427,495;5,133,755;2016
624;552;Directed;9,439,776;5,133,755;2016
625;552;Directed;9,439,777;5,133,755;2016
626;552;Directed;9,440,007;5,133,755;2016
627;552;Directed;9,474,627;5,133,755;2016
628;552;Directed;D770,045;5,133,755;2016
629;552;Directed;9,486,329;5,133,755;2016
630;552;Directed;9,526,539;5,133,755;2016
631;552;Directed;9,610,171;5,133,755;2017
632;552;Directed;9,636,233;5,133,755;2017
633;552;Directed;9,642,943;5,133,755;2017
634;552;Directed;9,655,744;5,133,755;2017
635;552;Directed;D788,308;5,133,755;2017
636;552;Directed;9,687,357;5,133,755;2017
637;552;Directed;D791,949;5,133,755;2017
638;552;Directed;9,713,538;5,133,755;2017
639;552;Directed;9,724,207;5,133,755;2017
640;552;Directed;9,730,803;5,133,755;2017
641;552;Directed;9,737,413;5,133,755;2017
642;552;Directed;9,744,053;5,133,755;2017
643;552;Directed;9,744,123;5,133,755;2017
644;552;Directed;9,757,246;5,133,755;2017
645;552;Directed;D797,934;5,133,755;2017
646;552;Directed;9,771,410;5,133,755;2017
647;552;Directed;9,788,963;5,133,755;2017
648;552;Directed;9,801,725;5,133,755;2017
649;552;Directed;9,801,729;5,133,755;2017
650;552;Directed;9,808,351;5,133,755;2017
651;552;Directed;9,814,589;5,133,755;2017
652;552;Directed;9,814,590;5,133,755;2017
303;289;Directed;5,278,256;5,136,057;1994
306;289;Directed;5,338,822;5,136,057;1994
307;289;Directed;5,357,035;5,136,057;1994
653;289;Directed;5,521,278;5,136,057;1996
312;289;Directed;5,525,706;5,136,057;1996
323;289;Directed;5,686,630;5,136,057;1997
328;289;Directed;5,807,973;5,136,057;1998
330;289;Directed;5,856,523;5,136,057;1999
654;289;Directed;5,959,144;5,136,057;1999
333;289;Directed;6,005,067;5,136,057;1999
337;289;Directed;6,111,060;5,136,057;2000
341;289;Directed;6,277,951;5,136,057;2001
345;289;Directed;6,355,772;5,136,057;2002
655;289;Directed;6,509,179;5,136,057;2003
656;289;Directed;6,984,293;5,136,057;2006
657;289;Directed;7,723,461;5,136,057;2010
658;289;Directed;8,431,683;5,136,057;2013
659;289;Directed;8,614,338;5,136,057;2013
660;289;Directed;8,895,760;5,136,057;2014
661;289;Directed;9,416,222;5,136,057;2016
664;663;Directed;5,405,887;5,223,546;1995
665;663;Directed;5,407,966;5,223,546;1995
666;663;Directed;5,447,962;5,223,546;1995
311;663;Directed;5,484,881;5,223,546;1996
313;663;Directed;5,536,807;5,223,546;1996
320;663;Directed;5,639,466;5,223,546;1997
667;663;Directed;5,736,588;5,223,546;1998
327;663;Directed;5,798,436;5,223,546;1998
668;663;Directed;5,952,088;5,223,546;1999
334;663;Directed;6,005,068;5,223,546;1999
669;663;Directed;6,051,619;5,223,546;2000
670;663;Directed;6,135,987;5,223,546;2000
671;663;Directed;6,194,483;5,223,546;2001
672;663;Directed;6,195,975;5,223,546;2001
673;663;Directed;6,197,860;5,223,546;2001
674;663;Directed;6,201,068;5,223,546;2001
340;663;Directed;6,207,792;5,223,546;2001
675;663;Directed;6,245,831;5,223,546;2001
676;663;Directed;6,261,677;5,223,546;2001
677;663;Directed;6,268,434;5,223,546;2001
678;663;Directed;6,306,782;5,223,546;2001
679;663;Directed;6,309,988;5,223,546;2001
343;663;Directed;6,323,307;5,223,546;2001
680;663;Directed;6,475,418;5,223,546;2002
681;663;Directed;6,544,455;5,223,546;2003
682;663;Directed;6,747,121;5,223,546;2004
683;663;Directed;8,378,041;5,223,546;2013
684;663;Directed;8,895,673;5,223,546;2014
685;663;Directed;9,200,097;5,223,546;2015
687;294;Directed;5,357,034;5,247,058;1994
307;294;Directed;5,357,035;5,247,058;1994
653;294;Directed;5,521,278;5,247,058;1996
688;294;Directed;5,594,095;5,247,058;1997
689;294;Directed;5,798,435;5,247,058;1998
690;294;Directed;5,998,552;5,247,058;1999
333;294;Directed;6,005,067;5,247,058;1999
691;294;Directed;6,229,046;5,247,058;2001
341;294;Directed;6,277,951;5,247,058;2001
692;294;Directed;6,291,597;5,247,058;2001
693;294;Directed;6,320,077;5,247,058;2001
694;294;Directed;6,475,759;5,247,058;2002
695;294;Directed;6,534,679;5,247,058;2003
696;294;Directed;7,144,977;5,247,058;2006
697;294;Directed;7,300,787;5,247,058;2007
698;294;Directed;7,326,659;5,247,058;2008
657;294;Directed;7,723,461;5,247,058;2010
699;294;Directed;7,771,493;5,247,058;2010
700;294;Directed;7,914,881;5,247,058;2011
701;294;Directed;7,980,024;5,247,058;2011
702;294;Directed;8,101,271;5,247,058;2012
703;294;Directed;8,110,395;5,247,058;2012
704;294;Directed;8,231,978;5,247,058;2012
705;294;Directed;8,507,253;5,247,058;2013
706;294;Directed;8,507,264;5,247,058;2013
707;294;Directed;8,552,209;5,247,058;2013
708;294;Directed;8,604,101;5,247,058;2013
709;294;Directed;8,674,056;5,247,058;2014
710;294;Directed;8,790,786;5,247,058;2014
711;294;Directed;8,859,262;5,247,058;2014
712;294;Directed;8,877,488;5,247,058;2014
713;294;Directed;9,035,076;5,247,058;2015
714;294;Directed;9,234,075;5,247,058;2016
715;294;Directed;9,309,018;5,247,058;2016
716;294;Directed;9,334,518;5,247,058;2016
717;294;Directed;9,371,550;5,247,058;2016
718;294;Directed;9,388,442;5,247,058;2016
719;294;Directed;9,464,334;5,247,058;2016
720;294;Directed;9,493,851;5,247,058;2016
721;294;Directed;9,611,516;5,247,058;2017
722;294;Directed;9,631,246;5,247,058;2017
723;294;Directed;9,650,687;5,247,058;2017
724;294;Directed;9,701,988;5,247,058;2017
725;294;Directed;9,708,761;5,247,058;2017
726;294;Directed;9,783,861;5,247,058;2017
727;294;Directed;9,816,231;5,247,058;2017
728;294;Directed;7,281,580;5,247,058;2007
729;294;Directed;7,281,581;5,247,058;2007
730;294;Directed;7,299,869;5,247,058;2007
731;294;Directed;7,299,875;5,247,058;2007
697;294;Directed;7,300,787;5,247,058;2007
732;294;Directed;7,306,037;5,247,058;2007
733;294;Directed;7,318,473;5,247,058;2008
734;294;Directed;7,318,474;5,247,058;2008
698;294;Directed;7,326,659;5,247,058;2008
735;294;Directed;7,334,635;5,247,058;2008
736;294;Directed;7,334,636;5,247,058;2008
737;294;Directed;7,343,973;5,247,058;2008
738;294;Directed;7,345,011;5,247,058;2008
739;294;Directed;7,350,571;5,247,058;2008
740;294;Directed;7,353,876;5,247,058;2008
741;294;Directed;7,398,825;5,247,058;2008
742;294;Directed;7,407,010;5,247,058;2008
743;294;Directed;7,413,010;5,247,058;2008
744;294;Directed;7,413,017;5,247,058;2008
745;294;Directed;7,431,088;5,247,058;2008
746;294;Directed;7,448,451;5,247,058;2008
747;294;Directed;7,455,112;5,247,058;2008
748;294;Directed;7,461,697;5,247,058;2008
749;294;Directed;7,475,728;5,247,058;2009
750;294;Directed;7,484,564;5,247,058;2009
751;294;Directed;7,497,258;5,247,058;2009
752;294;Directed;7,497,278;5,247,058;2009
753;294;Directed;7,500,521;5,247,058;2009
754;294;Directed;7,506,689;5,247,058;2009
755;294;Directed;7,541,318;5,247,058;2009
756;294;Directed;7,547,665;5,247,058;2009
757;294;Directed;7,553,800;5,247,058;2009
758;294;Directed;7,571,767;5,247,058;2009
759;294;Directed;7,595,280;5,247,058;2009
760;294;Directed;7,598,208;5,247,058;2009
761;294;Directed;7,608,566;5,247,058;2009
762;294;Directed;7,608,567;5,247,058;2009
763;294;Directed;7,621,334;5,247,058;2009
764;294;Directed;7,637,319;5,247,058;2009
765;294;Directed;7,640,985;5,247,058;2010
766;294;Directed;7,648,946;5,247,058;2010
767;294;Directed;7,662,753;5,247,058;2010
768;294;Directed;7,665,517;5,247,058;2010
769;294;Directed;7,673,686;5,247,058;2010
770;294;Directed;7,674,753;5,247,058;2010
771;294;Directed;7,677,315;5,247,058;2010
772;294;Directed;7,678,742;5,247,058;2010
773;294;Directed;7,678,743;5,247,058;2010
774;294;Directed;7,686,080;5,247,058;2010
775;294;Directed;7,687,438;5,247,058;2010
776;294;Directed;7,700,525;5,247,058;2010
777;294;Directed;7,712,531;5,247,058;2010
778;294;Directed;7,713,916;5,247,058;2010
779;294;Directed;7,714,097;5,247,058;2010
657;294;Directed;7,723,461;5,247,058;2010
780;294;Directed;7,757,768;5,247,058;2010
781;294;Directed;7,819,192;5,247,058;2010
782;294;Directed;7,829,507;5,247,058;2010
783;294;Directed;7,833,943;5,247,058;2010
784;294;Directed;7,833,944;5,247,058;2010
785;294;Directed;7,883,740;5,247,058;2011
786;294;Directed;7,906,464;5,247,058;2011
787;294;Directed;7,926,591;5,247,058;2011
788;294;Directed;7,938,181;5,247,058;2011
789;294;Directed;7,960,314;5,247,058;2011
790;294;Directed;7,963,330;5,247,058;2011
701;294;Directed;7,980,024;5,247,058;2011
791;294;Directed;7,998,910;5,247,058;2011
792;294;Directed;8,006,760;5,247,058;2011
793;294;Directed;8,017,561;5,247,058;2011
794;294;Directed;8,030,249;5,247,058;2011
795;294;Directed;8,030,251;5,247,058;2011
796;294;Directed;8,082,992;5,247,058;2011
703;294;Directed;8,110,395;5,247,058;2012
797;294;Directed;8,188,013;5,247,058;2012
798;294;Directed;8,220,548;5,247,058;2012
799;294;Directed;8,258,317;5,247,058;2012
800;294;Directed;8,329,621;5,247,058;2012
801;294;Directed;8,354,279;5,247,058;2013
802;294;Directed;8,443,885;5,247,058;2013
705;294;Directed;8,507,253;5,247,058;2013
706;294;Directed;8,507,264;5,247,058;2013
803;294;Directed;8,541,051;5,247,058;2013
804;294;Directed;8,598,092;5,247,058;2013
708;294;Directed;8,604,101;5,247,058;2013
805;294;Directed;8,613,320;5,247,058;2013
806;294;Directed;8,689,872;5,247,058;2014
711;294;Directed;8,859,262;5,247,058;2014
712;294;Directed;8,877,488;5,247,058;2014
716;294;Directed;9,334,518;5,247,058;2016
717;294;Directed;9,371,550;5,247,058;2016
718;294;Directed;9,388,442;5,247,058;2016
719;294;Directed;9,464,334;5,247,058;2016
720;294;Directed;9,493,851;5,247,058;2016
721;294;Directed;9,611,516;5,247,058;2017
722;294;Directed;9,631,246;5,247,058;2017
723;294;Directed;9,650,687;5,247,058;2017
725;294;Directed;9,708,761;5,247,058;2017
726;294;Directed;9,783,861;5,247,058;2017
727;294;Directed;9,816,231;5,247,058;2017
687;294;Directed;5,357,034;5,247,058;1994
307;294;Directed;5,357,035;5,247,058;1994
807;294;Directed;5,498,650;5,247,058;1996
653;294;Directed;5,521,278;5,247,058;1996
808;294;Directed;5,714,573;5,247,058;1998
809;294;Directed;5,922,832;5,247,058;1999
333;294;Directed;6,005,067;5,247,058;1999
810;294;Directed;6,153,231;5,247,058;2000
691;294;Directed;6,229,046;5,247,058;2001
341;294;Directed;6,277,951;5,247,058;2001
693;294;Directed;6,320,077;5,247,058;2001
694;294;Directed;6,475,759;5,247,058;2002
811;294;Directed;6,495,631;5,247,058;2002
695;294;Directed;6,534,679;5,247,058;2003
812;294;Directed;6,613,363;5,247,058;2003
696;294;Directed;7,144,977;5,247,058;2006
697;294;Directed;7,300,787;5,247,058;2007
698;294;Directed;7,326,659;5,247,058;2008
657;294;Directed;7,723,461;5,247,058;2010
813;294;Directed;7,943,566;5,247,058;2011
814;294;Directed;7,947,644;5,247,058;2011
701;294;Directed;7,980,024;5,247,058;2011
703;294;Directed;8,110,395;5,247,058;2012
705;294;Directed;8,507,253;5,247,058;2013
706;294;Directed;8,507,264;5,247,058;2013
707;294;Directed;8,552,209;5,247,058;2013
709;294;Directed;8,674,056;5,247,058;2014
815;294;Directed;8,772,440;5,247,058;2014
711;294;Directed;8,859,262;5,247,058;2014
712;294;Directed;8,877,488;5,247,058;2014
713;294;Directed;9,035,076;5,247,058;2015
714;294;Directed;9,234,075;5,247,058;2016
716;294;Directed;9,334,518;5,247,058;2016
717;294;Directed;9,371,550;5,247,058;2016
718;294;Directed;9,388,442;5,247,058;2016
719;294;Directed;9,464,334;5,247,058;2016
720;294;Directed;9,493,851;5,247,058;2016
721;294;Directed;9,611,516;5,247,058;2017
722;294;Directed;9,631,246;5,247,058;2017
723;294;Directed;9,650,687;5,247,058;2017
725;294;Directed;9,708,761;5,247,058;2017
726;294;Directed;9,783,861;5,247,058;2017
727;294;Directed;9,816,231;5,247,058;2017
